1,159,1
2,160,1
3,161,1
4,162,1
5,163,1
6,164,1
7,165,1
8,166,1
9,167,1
10,168,1
11,169,1
12,170,1
13,171,1
14,172,1
15,173,1
16,174,1
17,175,1
18,176,1
19,177,1
20,178,1
21,179,1
22,180,1
23,181,1
24,182,1
25,183,1
26,184,1
27,185,1
28,186,1
29,187,1
30,188,1
31,189,1
32,190,1
33,191,1
34,192,1
35,193,1
36,194,1
37,195,1
38,196,1
39,197,1
40,198,1
41,199,1
42,200,1
43,201,1
44,202,1
45,203,1
46,204,1
47,205,1
48,206,1
49,207,1
50,208,1
51,209,1
52,210,1
53,211,1
54,212,1
55,213,1
56,214,1
57,215,1
58,216,1
59,217,1
60,218,1
61,229,1
62,230,1
63,324,1
64,325,1
65,326,1
66,328,1
67,329,1
68,330,1
69,335,1
70,336,1
71,337,1
72,338,1
73,339,1
74,340,1
75,341,1
76,342,1
77,347,1
78,348,1
79,349,1
80,350,1
81,351,1
82,352,1
83,353,1
84,354,1
85,355,1
86,356,1
87,357,1
88,358,1
89,359,1
90,360,1
91,361,1
92,362,1
93,363,1
94,364,1
95,365,1
96,366,1
97,367,1
98,368,1
99,369,1
100,370,1
101,371,1
102,372,1
103,373,1
104,374,1
105,375,1
106,376,1
107,377,1
108,378,1
109,379,1
110,380,1
111,381,1
112,411,1
113,412,1
114,413,1
115,414,1
116,466,1
117,467,1
118,474,1
119,475,1
120,219,12
121,220,12
122,221,12
123,222,12
124,223,12
125,224,12
126,225,12
127,226,12
128,227,12
129,228,12
130,391,29
131,392,29
132,393,29
133,394,29
134,395,29
135,396,29
136,397,29
137,398,29
138,477,46
139,478,46
140,479,46
141,480,46
142,481,46
143,482,46
144,483,46
145,484,46
146,485,46
147,486,46
148,487,46
149,488,46
150,489,46
151,490,46
152,491,46
153,492,46
154,493,46
155,494,46
156,495,46
157,496,46
158,497,46
159,498,46
160,499,46
161,500,46
162,501,46
163,502,46
164,503,46
165,504,52
166,505,52
167,506,52
168,507,52
169,508,52
170,509,52
171,510,52
172,511,52
173,512,52
174,513,52
175,514,52
176,515,52
177,516,52
178,517,52
179,518,52
180,519,52
181,520,52
182,521,52
183,522,52
184,523,52
185,524,52
186,525,52
187,526,52
188,527,52
189,528,52
190,529,52
191,530,52
192,531,52
193,532,52
194,533,52
195,534,52
196,535,52
197,536,52
198,537,52
199,538,52
200,539,52
201,540,52
202,541,52
203,542,52
204,543,52
205,544,60
206,545,60
207,546,60
208,547,60
209,548,60
210,549,60
211,550,60
212,551,60
213,552,60
214,553,60
215,554,60
